job_slot_id,job_id,company_id,job_type,working_hours_type,working_hours_normalised,normalized_city,location_normalised,job_type_id,total_credit_used,redeemed_at,expires_at,deactivated_at,gold_application_count,application_sent_count,normalised_planned_hires
62425,16919710,359058,inventory_manager,full_time,Fulltime,Hamburg,Large city,16,700,,,,9,31,1
62058,47340,4535,service_person,full_time_part_time,Fulltime,Köln,Large city,137,700,,,,3,10,1
62061,53113,4535,service_person,full_time_part_time,Fulltime,Frankfurt am Main,Large city,137,700,,,,12,16,1
62060,53111,4535,service_person,full_time_part_time,Fulltime,Düsseldorf,Large city,137,700,,,,3,8,1
62451,18246878,4534,inventory_manager,part_time,Parttime,Hürth,Urban,16,700,,,,14,19,1
62062,16640225,4535,waiter_waitress,part_time,Parttime,Essen,Large city,7,700,,,,10,19,1
62057,16640262,4535,waiter_waitress,part_time,Parttime,Wiesbaden,Large city,7,700,,,,11,10,1
62466,18247400,83925,customer_support,full_time,Fulltime,Landstuhl,Urban,14,700,,,,6,3,1
62433,24996,3506,sales_clerk,full_time_part_time,Fulltime,Frankfurt (Oder),Rural,2,700,,,,11,9,1
62413,18245986,84543,cleaner,part_time,Parttime,Steinau an der Straße,Urban,11,700,,,,8,17,1
61869,18029024,42456,train_dispatcher,full_time_part_time,Fulltime,Bischofsheim,Urban,265,800,,,,9,6,1
62375,18235013,3612,chef,full_time,Fulltime,Frankfurt am Main,Large city,3,900,,,,14,33,1
62383,16559113,3271,retail_salesman,full_time,Fulltime,Berlin,Large city,126,1000,,,,15,5,1
62399,18159221,468429,inventory_manager,full_time,Fulltime,Hannover,Urban,16,1000,,,,9,22,1
62422,18246033,517618,chef,full_time,Fulltime,Neumünster,Densification,3,1000,,,,7,38,1
62434,18246038,467911,delivery_driver,part_time,Parttime,Hamburg,Large city,15,1000,,,,11,36,1
62441,18246029,4308,professional_driver,full_time,Fulltime,Korbach,Rural,166,1000,,,,8,34,1
62454,18247104,4449,clerk,full_time,Fulltime,Bamberg,Densification,67,1000,,,,6,18,1
62360,15842355,214694,messenger,full_time_part_time,Fulltime,München,Large city,100,1000,,,,9,39,1
62364,15842353,214694,messenger,full_time_part_time,Fulltime,Hamburg,Large city,100,1000,,,,14,24,1
62367,15842350,214694,messenger,full_time_part_time,Fulltime,Berlin,Large city,100,1000,,,,4,39,1
62371,18155814,200167,team_leader_customer_support,full_time_part_time,Fulltime,München,Large city,173,1000,,,,11,23,1
62372,18235011,3612,reservation_agent,full_time,Fulltime,Hannover,Urban,155,1000,,,,15,29,1
62373,18235012,3612,reservation_agent,full_time,Fulltime,Leipzig,Large city,155,1000,,,,13,40,1
62447,11081189,101128,sales,full_time,Fulltime,Köln,Large city,128,1000,,,,5,8,1
62448,17200844,101128,sales,full_time,Fulltime,Glinde,Urban,128,1000,,,,10,4,1
62445,18246081,84543,facility_manager,full_time,Fulltime,Frankfurt am Main,Large city,82,1000,,,,15,35,1
62409,17900968,193848,professional_driver,full_time,Fulltime,Bobenheim-Roxheim,Urban,166,1000,,,,4,26,1
62370,18240897,2690,sales_agent,full_time_part_time,Fulltime,Berlin,Large city,45,1000,,,,3,8,1
62438,18246042,222399,sales_agent,full_time_part_time,Fulltime,Leipzig,Large city,45,1000,,,,1,19,1
62463,18155794,362377,office_assistant,full_time,Fulltime,Berlin,Large city,53,1000,,,,13,32,1
62402,14658344,200146,callcenter_agent,full_time_part_time,Fulltime,Gera,Urban,64,"1,300.00",,,,4,29,1
62357,18155784,202769,delivery_driver,part_time,Parttime,Wiesbaden,Large city,15,1300,,,,11,15,1
62377,17307801,467911,hr_manager,full_time,Fulltime,Langenhagen,Urban,146,1300,,,,0,24,1
62408,17162750,467108,operating_manager,full_time,Fulltime,Bremen,Large city,153,1300,,,,11,37,1
62410,16178415,4085,customer_support,full_time_part_time,Fulltime,Düsseldorf,Large city,14,1300,,,,9,31,1
62414,18245989,319415,inventory_manager,full_time_part_time,Fulltime,Großostheim,Urban,16,1300,,,,6,24,1
62426,17303344,467911,hr_manager,full_time,Fulltime,Hamburg,Large city,146,1300,,,,6,20,1
62429,18245933,243618,accountant,full_time_part_time,Fulltime,Wuppertal,Large city,138,1300,,,,9,30,1
62431,16245512,461766,callcenter_agent,full_time,Fulltime,Lutherstadt Wittenberg,Rural,64,1300,,,,6,21,1
62432,17163336,461766,customer_support,full_time_part_time,Fulltime,Dessau-Roßlau,Densification,14,1300,,,,9,29,1
62452,18114725,379038,it_administrator,full_time,Fulltime,Seevetal,Urban,148,1300,,,,15,11,1
62462,18246266,215095,restaurant_manager,full_time,Fulltime,Ostseebad Binz,Rural,132,1300,,,,8,28,1
62464,18246041,2077,inventory_manager,part_time,Parttime,Augsburg,Large city,16,1300,,,,3,24,1
62465,18246079,2077,delivery_driver,full_time,Fulltime,Neusäß,Large city,15,1300,,,,7,9,1
62446,16486317,101128,sales,full_time,Fulltime,Hamburg,Large city,128,1300,,,,12,37,1
62437,18246044,3132,callcenter_agent,full_time_part_time,Fulltime,Halle,Large city,64,1300,,,,2,25,1
62379,2601638,4260,installer,full_time,Fulltime,Langenselbold,Urban,275,1300,,,,4,37,1
61070,13001777,312786,sales_clerk,full_time_part_time,Fulltime,Halle,Large city,2,1300,,,,10,13,1
62378,18170316,4239,callcenter_agent,full_time_part_time,Fulltime,Bochum,Large city,64,1300,,,,15,18,1
62406,18170315,4239,callcenter_agent,full_time_part_time,Fulltime,Recklinghausen,Urban,64,1300,,,,9,40,1
62352,18097124,401003,pedagogue,full_time,Fulltime,Wesseling,Urban,163,1300,,,,10,27,1
62407,47995,4625,inventory_manager,full_time,Fulltime,Erfurt,Large city,16,1600,,,,5,35,1
62442,13460876,4625,logistics_manager,full_time,Fulltime,Erfurt,Large city,165,1800,,,,14,11,1
62401,18114737,42455,engineer,full_time,Fulltime,,Large city,277,1800,,,,6,37,1
62404,18244510,2969,sales_clerk,part_time,Parttime,Hamburg,Large city,2,400,,,,8,36,1
62411,17816913,484488,pedagogue,full_time_part_time,Fulltime,Dreieich,Urban,163,1000,,,,5,10,1
62455,18114738,516327,kitchen_assistant,part_time,Parttime,Sankt Wendel,Urban,5,400,,,,5,32,1
62423,18064172,507545,service_person,full_time_part_time,Fulltime,Aachen,Urban,137,700,,,,10,10,1
62457,18114726,516327,kitchen_assistant,full_time_part_time,Fulltime,Ellwangen (Jagst),Urban,5,700,,,,0,17,1
62415,18245924,518291,sales_clerk,full_time,Fulltime,Medebach,Densification,2,700,,,,2,3,1
62381,17273710,478886,graphic_designer,full_time,Fulltime,Nürnberg,Large city,89,1000,,,,4,28,1
62417,13403629,349242,electrician,full_time,Fulltime,Dorsten,Urban,80,"1,000.00",,,,5,20,1
62427,18246024,518982,team_leader_customer_support,full_time,Fulltime,Berlin,Large city,173,1000,,,,9,12,1
62453,18246037,481678,graphic_designer,full_time,Fulltime,Herne,Large city,89,1000,,,,14,21,1
62459,18114643,516327,chef,full_time_part_time,Fulltime,Hamburg,Large city,3,1000,,,,9,29,1
62461,18114585,505537,clerk,full_time_part_time,Fulltime,Stuttgart,Large city,67,1000,,,,6,33,1
62384,17692954,505207,callcenter_agent,full_time,Fulltime,Karlsruhe,Large city,64,1300,,,,1,26,1
62449,18124124,518320,it_administrator,full_time,Fulltime,Hamburg,Large city,148,1300,,,,15,9,1
62389,18241840,519000,inventory_manager,full_time,Fulltime,Gelnhausen,Urban,16,1300,,,,2,14,1
57059,16624999,472099,caregiver,full_time_part_time,Fulltime,Berlin,Large city,129,1500,,,,15,32,1
62439,18246040,519031,hr_manager,full_time_part_time,Fulltime,Berlin,Large city,146,1000,,,,0,8,1
62435,18033248,641,software_developer,full_time,Fulltime,Berlin,Large city,142,350,,,,7,17,1
62436,18039396,641,product_manager,full_time,Fulltime,Berlin,Large city,145,350,,,,8,8,1
62184,18124797,2675,inventory_manager,part_time,Parttime,Hamburg,Large city,16,200,,,,15,30,1
62185,18124798,2675,inventory_manager,part_time,Parttime,Hamburg,Large city,16,200,,,,10,14,1
62260,18155795,2675,inventory_manager,part_time,Parttime,Bielefeld,Large city,16,200,,,,12,8,1
62186,18124799,2675,messenger,full_time,Fulltime,Hamburg,Large city,100,300,,,,8,7,1
62187,18124804,2675,delivery_driver,full_time,Fulltime,Rendsburg,Densification,15,300,,,,4,10,1
59600,17183619,347461,office_assistant,full_time_part_time,Fulltime,Lindenschied,Densification,53,500,,,,9,38,1
62332,12919777,225699,callcenter_agent,full_time_part_time,Fulltime,Krefeld,Large city,64,1000,,,,6,13,1
59708,32918,3947,service_person,full_time_part_time,Fulltime,Euskirchen,Urban,137,1300,,,,6,5,1
43081,43429,4418,caregiver,full_time_part_time,Fulltime,Bochum,Large city,129,1300,,,,10,37,1
59541,17184029,490915,installer,full_time,Fulltime,Weilerswist,Urban,275,1000,,,,6,38,1
59696,17231172,491626,chef,full_time_part_time,Fulltime,Bochum,Large city,3,1000,,,,13,37,1
59632,17225589,491948,mechatronics_engineer,full_time,Fulltime,Hamburg,Large city,279,1000,,,,2,4,1
59577,17182736,488284,marketing_manager,full_time,Fulltime,,Large city,135,1300,,,,10,23,1
59613,17199467,490105,inventory_manager,full_time_part_time,Fulltime,Berlin,Large city,16,1300,,,,0,9,1
59639,17133749,489373,it_administrator,full_time,Fulltime,Oldenburg,Large city,148,1300,,,,8,29,1
59658,17198952,488023,real_estate_agent,full_time,Fulltime,Hamburg,Large city,113,1300,,,,9,7,1
59560,17163497,489348,draftsman,full_time,Fulltime,Walzbachtal,Urban,323,1300,,,,6,30,1
59680,17059588,483129,engineer,full_time,Fulltime,Berlin,Large city,277,1300,,,,7,16,1
59591,17225326,490130,craftsman,full_time,Fulltime,,Large city,46,1300,,,,10,28,1
59405,16889519,480293,craftsman,full_time_part_time,Fulltime,München,Large city,46,1500,,,,6,9,1
59607,17181501,490105,professional_driver,full_time_part_time,Fulltime,Berlin,Large city,166,1500,,,,5,36,1
59637,17161300,490119,banker,full_time_part_time,Fulltime,Rosenheim,Urban,62,1500,,,,12,31,1
62263,18155841,2675,delivery_driver,full_time,Fulltime,Freudenberg,Urban,15,300,,,,11,8,1
61221,15842356,214694,messenger,full_time_part_time,Fulltime,Düsseldorf,Large city,100,800,,,,8,37,1
62320,17199817,414067,team_leader,full_time,Fulltime,Deggendorf,Rural,151,1000,,,,13,23,1
62331,14067170,225699,callcenter_agent,full_time_part_time,Fulltime,Lünen,Urban,64,1000,,,,15,37,1
62069,18099204,42457,train_driver,full_time,Fulltime,Nürnberg,Large city,266,1000,,,,1,9,1
62085,4295190,103111,engineer,full_time_part_time,Fulltime,Hamburg,Large city,277,1300,,,,11,16,1
59427,16793521,104524,operating_manager,full_time,Fulltime,,Large city,153,1600,,,,2,8,1
59366,17078062,486098,inventory_manager,full_time_part_time,Fulltime,Glinde,Urban,16,700,,,,7,7,1
59415,17181509,490708,service_person,full_time_part_time,Fulltime,Berlin,Large city,137,700,,,,1,31,1
59382,17085481,486199,sales_clerk,full_time_part_time,Fulltime,Stuttgart,Large city,2,1300,,,,12,24,1
62223,18155702,2675,inventory_manager,part_time,Parttime,Hamburg,Large city,16,200,,,,12,20,1
62274,18155852,2675,inventory_manager,part_time,Parttime,Kaiserslautern,Urban,16,200,,,,11,27,1
62206,16727375,49532,sales_clerk,part_time,Parttime,Mörfelden-Walldorf,Urban,2,300,,,,11,12,1
62208,16580654,49532,sales_clerk,full_time,Fulltime,Mörfelden-Walldorf,Urban,2,300,,,,2,36,1
62209,14683571,49532,sales_clerk,part_time,Parttime,Fulda,Densification,2,300,,,,2,5,1
62200,18114767,474621,sales_clerk,part_time,Parttime,Gifhorn,Rural,2,400,,,,9,17,1
62191,17100008,2513,kitchen_assistant,part_time,Parttime,Mönchengladbach,Large city,5,400,,,,9,32,1
62227,16779289,4415,service_person,full_time_part_time,Fulltime,Hausen bei Würzburg,Urban,137,400,,,,12,33,1
62235,11024052,4822,inventory_manager,part_time,Parttime,Oldenburg,Large city,16,450,,,,1,31,1
62304,16585711,2737,service_person,full_time_part_time,Fulltime,Erfurt,Large city,137,500,,,,10,26,1
62203,18154811,3445,service_person,full_time,Fulltime,Neumünster,Densification,137,600,,,,10,26,1
62282,18155781,3233,inventory_manager,full_time,Fulltime,Güglingen,Urban,16,700,,,,15,5,1
62273,18091315,516502,service_person,full_time,Fulltime,Dessau-Roßlau,Densification,137,700,,,,7,10,1
62188,15270901,3818,cleaner,full_time,Fulltime,Hildesheim,Urban,11,700,,,,13,16,1
62197,16014163,452709,production_worker,full_time,Fulltime,Dülmen,Urban,161,700,,,,7,24,1
59289,7636920,130543,machine_operator,full_time,Fulltime,Herne,Large city,267,700,,,,15,11,1
62237,18114773,516507,receptionist,full_time,Fulltime,Eisenach,Rural,31,700,,,,5,39,1
62239,18114771,516504,receptionist,full_time,Fulltime,Dresden,Large city,31,700,,,,4,22,1
62290,18029286,4408,construction_helper,full_time,Fulltime,Stuttgart,Large city,70,700,,,,13,13,1
62234,15947963,4452,production_worker,full_time,Fulltime,Schwallungen,Rural,161,700,,,,13,33,1
62236,15947140,4452,production_worker,full_time,Fulltime,Schwallungen,Rural,161,700,,,,5,35,1
62219,18112288,4105,sales_clerk,full_time_part_time,Fulltime,Ottobeuren,Densification,2,700,,,,12,19,1
62247,18155785,223977,production_worker,full_time,Fulltime,Minden,Urban,161,700,,,,10,31,1
62249,18155789,223977,production_worker,full_time,Fulltime,Minden,Urban,161,700,,,,9,10,1
62252,18155792,223977,production_worker,full_time,Fulltime,Minden,Urban,161,700,,,,2,27,1
62301,18156985,2690,sales_agent,full_time_part_time,Fulltime,Dresden,Large city,45,700,,,,0,14,1
62211,18155663,2647,security,full_time,Fulltime,Wuppertal,Large city,51,700,,,,1,17,1
62130,3121846,3506,sales_clerk,full_time_part_time,Fulltime,Potsdam,Large city,2,700,,,,6,27,1
62278,999392,4103,sales_clerk,full_time_part_time,Fulltime,Aschaffenburg,Urban,2,700,,,,15,40,1
62300,18156246,3565,customer_support,full_time_part_time,Fulltime,Leipzig,Large city,14,700,,,,9,12,1
62253,18155788,516498,receptionist,full_time,Fulltime,Weimar,Urban,31,700,,,,14,18,1
62215,18155668,52776,inventory_manager,full_time,Fulltime,Hannover,Urban,16,700,,,,15,30,1
62305,18157056,2277,office_assistant,full_time,Fulltime,Schönefeld,Rural,53,700,,,,6,29,1
62189,18145433,366328,inventory_manager,part_time,Parttime,Scheeßel,Rural,16,700,,,,7,22,1
62328,18155703,494015,waiter_waitress,full_time,Fulltime,Hamburg,Large city,7,700,,,,11,24,1
62198,17830059,469142,facility_manager,full_time,Fulltime,München,Large city,82,1000,,,,3,37,1
61980,17161318,3583,messenger,full_time_part_time,Fulltime,München,Large city,100,1000,,,,13,27,1
62221,18114588,485594,marketing_manager,full_time,Fulltime,Birkenfeld,Urban,135,1000,,,,9,33,1
62224,7783852,3446,callcenter_agent,full_time_part_time,Fulltime,Stuttgart,Large city,64,1000,,,,10,25,1
62226,18155713,3387,mechanic,full_time,Fulltime,Bernburg (Saale),Densification,99,1000,,,,7,18,1
62228,15927797,449829,electrician,full_time,Fulltime,Stuhr,Densification,80,1000,,,,14,13,1
62240,14022423,377576,mechatronics_engineer,full_time,Fulltime,Wernau (Neckar),Urban,279,1000,,,,10,22,1
62275,18155783,3371,sales,full_time,Fulltime,Saarbrücken,Urban,128,1000,,,,6,10,1
62289,18029241,4408,electrician,full_time,Fulltime,Stuttgart,Large city,80,1000,,,,14,17,1
62306,18157795,222504,inventory_manager,full_time_part_time,Fulltime,Bremen,Large city,16,1000,,,,0,15,1
62310,11739197,4375,production_worker,full_time_part_time,Fulltime,Golßen,Rural,161,1000,,,,12,26,1
62323,7271625,52773,baker,full_time_part_time,Fulltime,Gröditz,Densification,61,1000,,,,5,26,1
62265,18114760,516502,chef,full_time,Fulltime,Dessau-Roßlau,Densification,3,1000,,,,8,23,1
62267,18114769,516502,restaurant_manager,full_time,Fulltime,Dessau-Roßlau,Densification,132,1000,,,,5,31,1
62199,18147968,4444,facility_manager,full_time,Fulltime,Selm,Urban,82,1000,,,,11,22,1
62297,18155614,3401,clerk,full_time_part_time,Fulltime,Gütersloh,Urban,67,1000,,,,4,8,1
62190,18150916,482648,chef,full_time_part_time,Fulltime,Hamburg,Large city,3,1000,,,,9,17,1
62279,18155853,3729,security,full_time_part_time,Fulltime,Köln,Large city,51,1000,,,,5,25,1
62327,18151040,517893,chef,full_time_part_time,Fulltime,Lübeck,Large city,3,1000,,,,5,33,1
62243,48273,3817,installer,full_time,Fulltime,Ulm,Large city,275,1000,,,,6,29,1
62244,49135,3817,installer,full_time,Fulltime,Köln,Large city,275,1000,,,,2,3,1
62264,18116691,3817,installer,full_time,Fulltime,Bochum,Large city,275,1000,,,,10,32,1
62269,18116700,3817,installer,full_time,Fulltime,Gelsenkirchen,Large city,275,1000,,,,9,27,1
62276,18116720,3817,installer,full_time,Fulltime,Neumünster,Densification,275,1000,,,,13,32,1
62283,18116707,3817,installer,full_time,Fulltime,Leverkusen,Large city,275,1000,,,,11,39,1
62285,18116726,3817,installer,full_time,Fulltime,Potsdam,Large city,275,1000,,,,13,23,1
62286,18116733,3817,installer,full_time,Fulltime,Tübingen,Urban,275,1000,,,,7,14,1
62287,18116737,3817,installer,full_time,Fulltime,Wiesbaden,Large city,275,1000,,,,8,11,1
62288,18116696,3817,installer,full_time,Fulltime,Düsseldorf,Large city,275,1000,,,,14,3,1
62291,18114782,3817,installer,full_time,Fulltime,Neumünster,Densification,275,1000,,,,7,34,1
62292,18114787,3817,installer,full_time,Fulltime,Potsdam,Large city,275,1000,,,,10,11,1
62293,17900915,3817,electrician,full_time,Fulltime,Hannover,Urban,80,1000,,,,4,8,1
62294,18116675,3817,installer,full_time,Fulltime,Gelsenkirchen,Large city,275,1000,,,,1,6,1
62295,18116670,3817,installer,full_time,Fulltime,Düsseldorf,Large city,275,1000,,,,14,37,1
62296,48271,3817,electrician,full_time,Fulltime,Stuttgart,Large city,80,1000,,,,5,25,1
62298,18116665,3817,installer,full_time,Fulltime,Bochum,Large city,275,1000,,,,11,18,1
62299,17900917,3817,installer,full_time,Fulltime,Oberhausen,Large city,275,1000,,,,9,22,1
62307,18114790,3817,electrician,full_time,Fulltime,Tübingen,Urban,80,1000,,,,10,30,1
62308,18116657,3817,electrician,full_time,Fulltime,Bergisch Gladbach,Urban,80,1000,,,,10,23,1
62309,18116682,3817,electrician,full_time,Fulltime,Leverkusen,Large city,80,1000,,,,1,12,1
62255,18155793,516498,technician,full_time,Fulltime,Weimar,Urban,158,1000,,,,15,28,1
62257,18155791,516498,chef,full_time,Fulltime,Weimar,Urban,3,1000,,,,14,16,1
62229,18148227,516896,mechatronics_engineer,full_time,Fulltime,Meinerzhagen,Urban,279,1000,,,,4,36,1
62248,18155787,3063,callcenter_agent,full_time_part_time,Fulltime,Magdeburg,Large city,64,1300,,,,11,10,1
62183,18114766,34600,service_person,part_time,Parttime,Frankfurt am Main,Large city,137,1300,,,,10,24,1
62202,17608073,452709,machine_operator,full_time,Fulltime,,Large city,267,1300,,,,14,27,1
62207,17968747,120256,security,full_time,Fulltime,Büchel,Rural,51,1300,,,,15,16,1
62212,19282,3363,clerk,full_time,Fulltime,Hamburg,Large city,67,1300,,,,7,11,1
62214,18155592,239671,service_person,full_time_part_time,Fulltime,Dessau-Roßlau,Densification,137,1300,,,,2,24,1
62220,16637846,50080,sales_clerk,full_time_part_time,Fulltime,Aachen,Urban,2,1300,,,,14,32,1
61808,16483862,3803,real_estate_agent,full_time_part_time,Fulltime,Hamburg,Large city,113,1300,,,,12,9,1
61809,13810399,3803,engineer,full_time_part_time,Fulltime,Hamburg,Large city,277,1300,,,,13,39,1
62284,15553859,434798,sales_clerk,full_time_part_time,Fulltime,Waldkirchen,Rural,2,1300,,,,9,17,1
62259,18116686,3817,installer,full_time,Fulltime,Bergisch Gladbach,Urban,275,1300,,,,5,10,1
62194,17133455,3130,customer_support,full_time_part_time,Fulltime,Berlin,Large city,14,1300,,,,12,7,1
62238,15692602,3775,callcenter_agent,full_time_part_time,Fulltime,Pforzheim,Large city,64,1300,,,,1,36,1
62246,14695422,3775,customer_support,full_time_part_time,Fulltime,Pforzheim,Large city,14,1300,,,,15,36,1
62270,18152331,510754,inventory_manager,full_time,Fulltime,Grafschaft,Densification,16,1300,,,,0,34,1
62277,18061523,355002,sales,full_time,Fulltime,,Large city,128,1500,,,,7,35,1
62225,18155670,3565,insurance_salesman,full_time_part_time,Fulltime,Leipzig,Large city,92,1500,,,,1,31,1
62326,18155801,237282,inventory_manager,full_time_part_time,Fulltime,Berlin,Large city,16,1600,,,,12,5,1
59314,17181512,83925,production_worker,full_time_part_time,Fulltime,Erkelenz,Urban,161,1600,,,,2,7,1
62302,17900988,363740,professional_driver,full_time_part_time,Fulltime,Leipzig,Large city,166,1800,,,,9,33,1
62233,16887999,4415,service_person,full_time_part_time,Fulltime,Werneck,Densification,137,400,,,,7,13,1
62192,18150913,494271,cosmetician,full_time_part_time,Fulltime,Chieming,Rural,39,700,,,,1,6,1
62213,18100918,465824,production_worker,full_time,Fulltime,Wolfschlugen,Urban,161,700,,,,9,4,1
62312,18158606,518983,office_assistant,part_time,Parttime,Hamburg,Large city,53,400,,,,11,40,1
59340,17175574,488283,office_assistant,part_time,Parttime,Wiesbaden,Large city,53,400,,,,5,33,1
61964,18066193,494617,waiter_waitress,full_time_part_time,Fulltime,Krausnick-Groß Wasserburg,Rural,7,700,,,,11,17,1
62241,18155782,518980,office_assistant,full_time,Fulltime,Düsseldorf,Large city,53,700,,,,4,33,1
62261,18114813,517882,production_worker,part_time,Parttime,Malente,Densification,161,700,,,,9,16,1
62314,18091314,517618,kitchen_assistant,full_time_part_time,Fulltime,Bremen,Large city,5,700,,,,13,38,1
62316,18094229,517618,kitchen_assistant,full_time_part_time,Fulltime,Hamburg,Large city,5,700,,,,12,5,1
62321,18097131,517131,production_worker,full_time,Fulltime,Vechta,Densification,161,700,,,,13,9,1
62324,18155616,518950,service_person,full_time_part_time,Fulltime,Frankfurt am Main,Large city,137,700,,,,14,5,1
59332,17181508,488284,callcenter_agent,full_time_part_time,Fulltime,München,Large city,64,700,,,,15,10,1
59328,17183453,490711,production_worker,full_time,Fulltime,Köln,Large city,161,700,,,,0,37,1
62181,18087382,516322,craftsman,full_time,Fulltime,Elsenfeld,Urban,46,1000,,,,7,37,1
62204,18124427,518288,logistics_manager,full_time,Fulltime,Lübeck,Large city,165,1000,,,,11,20,1
62230,18058891,516895,caregiver,full_time_part_time,Fulltime,Leipzig,Large city,129,1000,,,,3,40,1
62245,17962179,514435,caregiver,full_time_part_time,Fulltime,Bad Vilbel,Urban,129,1000,,,,15,3,1
62250,18155786,516869,customer_support,full_time_part_time,Fulltime,Umkirch,Urban,14,1000,,,,14,31,1
62318,18095367,517618,chef,full_time,Fulltime,Hamburg,Large city,3,1000,,,,13,5,1
62222,18155694,495874,professional_driver,full_time,Fulltime,Fulda,Densification,166,1000,,,,12,29,1
59298,17175793,487577,caregiver,full_time_part_time,Fulltime,Dresden,Large city,129,1000,,,,10,13,1
62280,18155714,518293,marketing_manager,full_time,Fulltime,Berlin,Large city,135,1000,,,,3,18,1
59325,17182745,490711,mechatronics_engineer,full_time,Fulltime,Köln,Large city,279,1000,,,,3,16,1
62195,18114816,511428,craftsman,full_time,Fulltime,Hamburg,Large city,46,1500,,,,12,27,1
62216,17819729,506968,caregiver,full_time_part_time,Fulltime,Schwarzenbruck,Urban,129,1500,,,,4,17,1
59300,17037712,474324,pedagogue,part_time,Parttime,Berlin,Large city,163,1500,,,,12,31,1
59307,16484292,462180,callcenter_agent,full_time_part_time,Fulltime,,Large city,64,1600,,,,8,9,1
62210,17137187,641,product_manager,full_time,Fulltime,Berlin,Large city,145,350,,,,5,33,1
62167,18089299,49532,sales_clerk,full_time,Fulltime,Bochum,Large city,2,300,,,,6,28,1
62168,18089240,49532,sales_clerk,part_time,Parttime,Bochum,Large city,2,300,,,,0,3,1
59171,17057098,443007,service_person,part_time,Parttime,Rostock,Large city,137,400,,,,7,23,1
62149,196967,26153,service_person,part_time,Parttime,Oldenburg,Large city,137,400,,,,6,5,1
62164,17836532,2737,service_person,full_time,Fulltime,Quickborn,Urban,137,400,,,,0,8,1
62071,18100910,4822,logistics_manager,full_time,Fulltime,Bornheim,Urban,165,450,,,,14,10,1
62095,14191795,319404,cleaner,part_time,Parttime,Bayreuth,Rural,11,500,,,,12,17,1
62165,17272298,49532,branch_manager,full_time,Fulltime,Bad Pyrmont,Densification,35,500,,,,10,38,1
62166,17272293,49532,branch_manager,full_time,Fulltime,Bad Pyrmont,Densification,35,500,,,,12,33,1
62171,16585642,2737,service_person,full_time_part_time,Fulltime,Hamburg,Large city,137,500,,,,5,39,1
62064,16401458,42457,train_attendant,full_time_part_time,Fulltime,München,Large city,122,600,,,,4,16,1
62148,18033806,470291,delivery_driver,full_time_part_time,Fulltime,Chemnitz,Large city,15,700,,,,12,17,1
62086,18114587,2835,customer_support,full_time_part_time,Fulltime,Berlin,Large city,14,700,,,,7,15,1
62065,13600009,50080,office_assistant,part_time,Parttime,Eschweiler,Urban,53,700,,,,9,32,1
62072,18052681,3068,inventory_manager,full_time,Fulltime,Föhren,Densification,16,700,,,,7,31,1
62087,18114524,4823,sales_clerk,full_time_part_time,Fulltime,Waghäusel,Urban,2,700,,,,5,15,1
62102,18114697,4053,sales_clerk,full_time_part_time,Fulltime,Mannheim,Large city,2,700,,,,1,19,1
62104,18114526,367812,sales_clerk,full_time_part_time,Fulltime,Vettweiß,Urban,2,700,,,,14,19,1
62126,16330370,467108,callcenter_agent,full_time_part_time,Fulltime,Magdeburg,Large city,64,700,,,,9,34,1
62131,18089635,517568,controller,part_time,Parttime,Sankt Katharinen (Landkreis Neuwied),Urban,268,700,,,,11,33,1
62140,18114811,43169,service_person,full_time_part_time,Fulltime,Schortens,Urban,137,700,,,,6,30,1
62150,18114814,470291,delivery_driver,full_time_part_time,Fulltime,Zwickau,Urban,15,700,,,,6,3,1
59235,17161303,467108,sales_agent,full_time_part_time,Fulltime,Hamburg,Large city,45,700,,,,15,11,1
59232,17161301,467108,sales_agent,full_time,Fulltime,Kiel,Large city,45,700,,,,7,24,1
59237,17161304,467108,sales_agent,full_time_part_time,Fulltime,Bremen,Large city,45,700,,,,0,4,1
62170,18115744,3502,sales_clerk,full_time,Fulltime,Bad Orb,Urban,2,700,,,,4,39,1
62066,18101790,3612,hotel_manager,full_time,Fulltime,Berlin,Large city,90,700,,,,14,10,1
62134,18114775,223977,housekeeper,full_time,Fulltime,Hamburg,Large city,54,700,,,,12,11,1
62070,18091172,1858,service_person,full_time_part_time,Fulltime,Buxtehude,Densification,137,700,,,,1,22,1
62125,17133001,3506,sales_clerk,full_time_part_time,Fulltime,Radebeul,Densification,2,700,,,,9,17,1
62128,11874315,3506,sales_clerk,full_time_part_time,Fulltime,Zeuthen,Rural,2,700,,,,7,14,1
62135,18114778,3506,sales_clerk,full_time_part_time,Fulltime,Seelow,Rural,2,700,,,,5,17,1
62161,15724338,428993,messenger,part_time,Parttime,Kiel,Large city,100,700,,,,11,22,1
62172,18114013,489383,production_worker,full_time,Fulltime,Kronau,Urban,161,700,,,,10,40,1
61868,17162820,428993,messenger,part_time,Parttime,Hartenholm,Densification,100,700,,,,5,38,1
62123,18088310,26156,service_person,part_time,Parttime,Berlin,Large city,137,700,,,,6,8,1
62040,18097150,375256,service_person,part_time,Parttime,Fulda,Densification,137,800,,,,8,5,1
62138,18114777,3238,sales_clerk,part_time,Parttime,Hockenheim,Urban,2,800,,,,4,28,1
62179,18123326,2733,callcenter_agent,full_time_part_time,Fulltime,Essen,Large city,64,1000,,,,12,28,1
62067,18094262,4511,mechanic,full_time,Fulltime,Berlin,Large city,99,1000,,,,7,39,1
